mac,begin_time,end_time,hbase_time_consume,hbase_trace_length,postgre_time_consume,postgre_trace_length
38484C9C0002,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,1,0,1,0
38484C9C0002,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,0,0
38484C9C0002,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,2,1,2
38484C9C0002,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,1,2,0,2
38484C9C0002,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,2,0,2
38484C9C0002,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,3,2,1,2
38484C9C0002,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,2,0,2
38484C9C0002,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,2,1,2
38484C9C0002,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,2,0,2
38484C9C0002,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,2,1,2
38484C9C0002,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,2,0,2
38484C9C0002,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,2,0,2
38484C9C0002,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,2,1,2
38484C9C0002,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,2,0,2
E8D4E0B140D8,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,1,0
E8D4E0B140D8,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,1,0,0,0
E8D4E0B140D8,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,0,0
E8D4E0B140D8,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,0,0
E8D4E0B140D8,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,0,0,0
E8D4E0B140D8,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,0,1,0
E8D4E0B140D8,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,1,0,1,0
E8D4E0B140D8,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,1,0,1,0
E8D4E0B140D8,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,0,0,0
E8D4E0B140D8,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,1,1,1
E8D4E0B140D8,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,1,0,1
E8D4E0B140D8,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,3,22,1,23
E8D4E0B140D8,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,22,1,23
E8D4E0B140D8,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,22,1,23
50EAD6E5F4F6,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,1,0
50EAD6E5F4F6,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,0,0
50EAD6E5F4F6,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,0,0
50EAD6E5F4F6,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,6,1,6
50EAD6E5F4F6,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,11,0,11
50EAD6E5F4F6,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,11,1,11
50EAD6E5F4F6,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,11,0,11
50EAD6E5F4F6,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,3,11,0,11
50EAD6E5F4F6,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,11,1,11
50EAD6E5F4F6,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,11,1,11
50EAD6E5F4F6,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,11,1,11
50EAD6E5F4F6,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,11,1,11
50EAD6E5F4F6,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,11,0,11
50EAD6E5F4F6,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,11,0,11
AC3C0B94328E,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,1,0
AC3C0B94328E,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,1,0
AC3C0B94328E,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,0,0
AC3C0B94328E,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,1,0
AC3C0B94328E,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,0,0,0
AC3C0B94328E,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,3,0,0,0
AC3C0B94328E,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,0,1,0
AC3C0B94328E,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,1,1,1
AC3C0B94328E,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,1,1,1
AC3C0B94328E,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,1,1,1
AC3C0B94328E,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,1,0,1
AC3C0B94328E,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,1,1,1
AC3C0B94328E,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,1,0,1
AC3C0B94328E,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,1,1,1
581FAA28AD3A,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,1,0,1,0
581FAA28AD3A,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,0,0
581FAA28AD3A,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,0,0
581FAA28AD3A,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,0,0
581FAA28AD3A,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,0,1,0
581FAA28AD3A,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,0,0,0
581FAA28AD3A,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,0,1,0
581FAA28AD3A,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,1,0,1,0
581FAA28AD3A,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,14,0,14
581FAA28AD3A,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,14,1,14
581FAA28AD3A,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,14,1,14
581FAA28AD3A,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,14,0,14
581FAA28AD3A,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,14,1,14
581FAA28AD3A,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,14,1,14
A0F45078398C,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,0,0
A0F45078398C,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,1,0
A0F45078398C,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,0,0
A0F45078398C,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,0,0
A0F45078398C,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,0,1,0
A0F45078398C,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,1,0,1,0
A0F45078398C,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,0,0,0
A0F45078398C,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,0,1,0
A0F45078398C,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,0,0,0
A0F45078398C,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,3,0,0,0
A0F45078398C,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,3,25,1,27
A0F45078398C,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,36,1,37
A0F45078398C,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,38,1,37
A0F45078398C,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,3,38,1,37
980D2EA05C5B,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,28,0,28
980D2EA05C5B,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,28,1,28
980D2EA05C5B,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,3,28,0,28
980D2EA05C5B,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,4,28,1,28
980D2EA05C5B,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,29,1,29
980D2EA05C5B,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,29,1,29
980D2EA05C5B,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,29,0,29
980D2EA05C5B,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,3,29,0,29
980D2EA05C5B,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,29,1,29
980D2EA05C5B,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,29,1,29
980D2EA05C5B,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,29,1,29
980D2EA05C5B,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,29,0,29
980D2EA05C5B,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,3,36,1,36
980D2EA05C5B,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,36,1,36
A0E4535DC279,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,0,0
A0E4535DC279,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,8,1,5
A0E4535DC279,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,9,1,7
A0E4535DC279,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,10,0,8
A0E4535DC279,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,16,1,14
A0E4535DC279,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,22,1,20
A0E4535DC279,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,30,1,27
A0E4535DC279,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,30,0,27
A0E4535DC279,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,3,32,0,30
A0E4535DC279,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,3,39,1,37
A0E4535DC279,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,3,39,1,37
A0E4535DC279,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,40,1,37
A0E4535DC279,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,43,1,42
A0E4535DC279,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,43,1,42
98D6BBBF428E,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,0,0
98D6BBBF428E,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,1,0
98D6BBBF428E,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,1,0,1
98D6BBBF428E,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,2,1,2
98D6BBBF428E,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,2,0,2
98D6BBBF428E,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,2,1,2
98D6BBBF428E,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,2,1,2
98D6BBBF428E,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,2,0,2
98D6BBBF428E,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,3,1,3
98D6BBBF428E,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,4,0,4
98D6BBBF428E,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,4,1,4
98D6BBBF428E,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,4,0,4
98D6BBBF428E,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,4,1,4
98D6BBBF428E,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,1,4,1,4
848E0CC2AF75,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,0,0
848E0CC2AF75,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,0,0
848E0CC2AF75,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,1,0
848E0CC2AF75,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,1,0,1,0
848E0CC2AF75,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,0,0,0
848E0CC2AF75,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,0,1,0
848E0CC2AF75,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,1,0,0,0
848E0CC2AF75,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,0,0,0
848E0CC2AF75,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,0,1,0
848E0CC2AF75,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,1,2,1,2
848E0CC2AF75,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,21,1,21
848E0CC2AF75,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,26,1,26
848E0CC2AF75,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,26,1,26
848E0CC2AF75,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,3,26,1,26
444C0C9F603C,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,1,0,1,0
444C0C9F603C,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,0,0
444C0C9F603C,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,0,0
444C0C9F603C,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,1,0
444C0C9F603C,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,1,0,0,0
444C0C9F603C,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,0,0,0
444C0C9F603C,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,1,0,1,0
444C0C9F603C,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,8,0,9
444C0C9F603C,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,9,1,9
444C0C9F603C,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,9,0,9
444C0C9F603C,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,9,1,9
444C0C9F603C,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,9,0,9
444C0C9F603C,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,9,1,9
444C0C9F603C,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,9,0,9
309BAD5D7935,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,1,0,1,0
309BAD5D7935,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,1,0,1,0
309BAD5D7935,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,1,0,0,0
309BAD5D7935,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,0,0
309BAD5D7935,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,0,0,0
309BAD5D7935,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,0,1,0
309BAD5D7935,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,1,0,1,0
309BAD5D7935,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,0,0,0
309BAD5D7935,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,0,0,0
309BAD5D7935,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,0,0,0
309BAD5D7935,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,0,1,0
309BAD5D7935,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,1,0,0,0
309BAD5D7935,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,0,1,0
309BAD5D7935,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,0,0,0
8CBEBEF40442,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,0,0
8CBEBEF40442,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,1,0
8CBEBEF40442,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,1,0,1,0
8CBEBEF40442,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,0,0
8CBEBEF40442,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,0,0,0
8CBEBEF40442,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,0,1,0
8CBEBEF40442,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,1,0,1,0
8CBEBEF40442,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,1,0,1,0
8CBEBEF40442,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,0,0,0
8CBEBEF40442,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,1,0,1,0
8CBEBEF40442,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,3,1,3
8CBEBEF40442,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,3,3,1,3
8CBEBEF40442,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,16,2,16
8CBEBEF40442,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,16,1,16
80CF419F74D1,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,1,0
80CF419F74D1,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,1,0
80CF419F74D1,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,1,0
80CF419F74D1,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,0,0
80CF419F74D1,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,1,1,1
80CF419F74D1,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,3,15,0,14
80CF419F74D1,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,15,0,14
80CF419F74D1,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,15,1,14
80CF419F74D1,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,15,1,14
80CF419F74D1,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,15,1,14
80CF419F74D1,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,15,1,14
80CF419F74D1,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,1,15,1,14
80CF419F74D1,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,15,1,14
80CF419F74D1,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,15,1,14
6C3E6D284567,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,1,0,1,0
6C3E6D284567,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,0,0
6C3E6D284567,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,1,0,0,0
6C3E6D284567,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,1,0
6C3E6D284567,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,0,1,0
6C3E6D284567,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,1,0,1,0
6C3E6D284567,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,0,0,0
6C3E6D284567,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,0,1,0
6C3E6D284567,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,1,1,1,1
6C3E6D284567,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,1,1,1,1
6C3E6D284567,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,1,1,1,1
6C3E6D284567,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,1,0,1
6C3E6D284567,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,1,0,1
6C3E6D284567,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,1,1,1
000822343A6A,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,1,0,1,0
000822343A6A,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,0,0
000822343A6A,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,0,0
000822343A6A,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,1,0
000822343A6A,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,1,0,1,0
000822343A6A,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,17,0,17
000822343A6A,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,3,22,0,22
000822343A6A,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,22,0,22
000822343A6A,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,3,22,0,22
000822343A6A,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,22,0,22
000822343A6A,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,22,1,22
000822343A6A,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,22,1,22
000822343A6A,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,22,1,22
000822343A6A,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,22,1,22
D89E3F8ECB3F,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,1,0
D89E3F8ECB3F,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,1,0,0,0
D89E3F8ECB3F,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,0,0
D89E3F8ECB3F,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,23,1,23
D89E3F8ECB3F,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,3,54,1,54
D89E3F8ECB3F,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,3,54,1,54
D89E3F8ECB3F,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,3,77,2,78
D89E3F8ECB3F,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,3,94,2,93
D89E3F8ECB3F,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,3,94,2,93
D89E3F8ECB3F,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,3,94,2,93
D89E3F8ECB3F,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,3,94,2,93
D89E3F8ECB3F,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,3,94,2,93
D89E3F8ECB3F,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,3,94,2,93
D89E3F8ECB3F,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,3,94,2,93
54724F3BF8B8,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,0,0
54724F3BF8B8,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,0,0
54724F3BF8B8,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,1,0
54724F3BF8B8,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,0,0
54724F3BF8B8,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,0,1,0
54724F3BF8B8,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,0,0,0
54724F3BF8B8,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,0,0,0
54724F3BF8B8,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,1,0,1,0
54724F3BF8B8,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,1,0,1,0
54724F3BF8B8,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,1,0,0,0
54724F3BF8B8,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,0,0,0
54724F3BF8B8,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,39,2,39
54724F3BF8B8,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,3,68,1,69
54724F3BF8B8,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,3,68,1,69
38AA3CF23A79,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,0,0
38AA3CF23A79,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,0,0
38AA3CF23A79,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,0,0
38AA3CF23A79,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,0,0
38AA3CF23A79,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,0,1,0
38AA3CF23A79,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,1,11,1,11
38AA3CF23A79,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,12,0,12
38AA3CF23A79,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,12,1,12
38AA3CF23A79,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,1,12,1,12
38AA3CF23A79,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,12,1,12
38AA3CF23A79,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,1,12,1,12
38AA3CF23A79,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,1,12,1,12
38AA3CF23A79,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,12,0,12
38AA3CF23A79,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,12,0,12
0C771A3DAD7B,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,0,0
0C771A3DAD7B,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,1,0
0C771A3DAD7B,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,1,0,1,0
0C771A3DAD7B,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,1,0,1,0
0C771A3DAD7B,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,1,0,1,0
0C771A3DAD7B,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,1,0,0,0
0C771A3DAD7B,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,3,1,3
0C771A3DAD7B,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,1,4,1,4
0C771A3DAD7B,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,1,4,0,4
0C771A3DAD7B,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,4,0,4
0C771A3DAD7B,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,4,0,4
0C771A3DAD7B,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,4,1,4
0C771A3DAD7B,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,1,4,1,4
0C771A3DAD7B,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,1,4,1,4
087A4C4359F4,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,0,0
087A4C4359F4,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,1,0
087A4C4359F4,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,1,0,1,0
087A4C4359F4,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,0,0
087A4C4359F4,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,0,0,0
087A4C4359F4,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,0,0,0
087A4C4359F4,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,0,1,0
087A4C4359F4,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,1,0,1,0
087A4C4359F4,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,8,0,8
087A4C4359F4,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,22,1,20
087A4C4359F4,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,22,1,20
087A4C4359F4,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,3,22,0,20
