mac,begin_time,end_time,hbase_time_consume,hbase_trace_length,postgre_time_consume,postgre_trace_length
F8A45F102F85,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,10,1,10
D022BE36E4E8,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,0,0
D022BE36E4E8,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,1,0
D022BE36E4E8,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,0,0
D022BE36E4E8,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,1,0
D022BE36E4E8,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,3,0,1,0
D022BE36E4E8,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,0,0,0
D022BE36E4E8,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,0,1,0
D022BE36E4E8,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,0,0,0
D022BE36E4E8,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,0,0,0
D022BE36E4E8,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,0,1,0
D022BE36E4E8,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,0,0,0
D022BE36E4E8,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,0,1,0
D022BE36E4E8,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,1,0,1,0
D022BE36E4E8,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,6,1,6
189EFC7BCB76,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,1,0,1,0
189EFC7BCB76,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,0,0
189EFC7BCB76,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,0,0
189EFC7BCB76,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,3,18,0,18
189EFC7BCB76,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,18,1,18
189EFC7BCB76,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,18,1,18
189EFC7BCB76,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,18,0,18
189EFC7BCB76,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,18,1,18
189EFC7BCB76,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,18,0,18
189EFC7BCB76,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,18,1,18
189EFC7BCB76,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,18,1,18
189EFC7BCB76,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,18,1,18
189EFC7BCB76,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,18,0,18
189EFC7BCB76,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,4,19,1,19
38484C78BBC3,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,3,0,0,0
38484C78BBC3,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,1,0
38484C78BBC3,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,0,0
38484C78BBC3,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,1,0
38484C78BBC3,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,16,0,16
38484C78BBC3,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,16,1,16
38484C78BBC3,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,4,16,1,16
38484C78BBC3,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,3,16,1,16
38484C78BBC3,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,16,0,16
38484C78BBC3,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,16,0,16
38484C78BBC3,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,3,16,1,16
38484C78BBC3,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,16,1,16
38484C78BBC3,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,16,1,16
38484C78BBC3,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,16,0,16
5C969D87D553,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,1,0
5C969D87D553,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,1,3,1,3
5C969D87D553,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,3,0,3
5C969D87D553,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,3,1,3
5C969D87D553,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,3,0,3
5C969D87D553,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,3,0,3
5C969D87D553,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,3,0,3
5C969D87D553,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,3,3,1,3
5C969D87D553,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,3,1,3
5C969D87D553,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,3,3,0,3
5C969D87D553,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,3,3,0,3
5C969D87D553,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,3,0,3
5C969D87D553,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,3,3,0,3
5C969D87D553,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,3,0,3
5C0A5B5DF336,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,1,1,1
5C0A5B5DF336,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,1,1,1
5C0A5B5DF336,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,1,0,1
5C0A5B5DF336,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,1,1,1
5C0A5B5DF336,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,1,0,1
5C0A5B5DF336,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,1,1,1
5C0A5B5DF336,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,1,0,1
5C0A5B5DF336,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,1,0,1
5C0A5B5DF336,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,1,0,1
5C0A5B5DF336,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,3,1,0,1
5C0A5B5DF336,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,1,1,1
5C0A5B5DF336,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,1,0,1
5C0A5B5DF336,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,1,0,1
5C0A5B5DF336,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,1,1,1
F0F61C5335FC,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,0,0
F0F61C5335FC,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,0,0
F0F61C5335FC,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,0,0
F0F61C5335FC,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,0,0
F0F61C5335FC,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,0,1,0
F0F61C5335FC,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,1,0,1,0
F0F61C5335FC,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,0,0,0
F0F61C5335FC,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,0,0,0
F0F61C5335FC,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,0,1,0
F0F61C5335FC,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,0,1,0
F0F61C5335FC,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,0,0,0
F0F61C5335FC,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,0,0,0
F0F61C5335FC,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,8,1,8
F0F61C5335FC,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,1,8,0,8
A0821F1B482D,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,0,0
A0821F1B482D,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,1,0
A0821F1B482D,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,1,0,1,0
A0821F1B482D,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,1,0
A0821F1B482D,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,0,0,0
A0821F1B482D,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,3,0,0,0
A0821F1B482D,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,2,1,2
A0821F1B482D,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,9,1,9
A0821F1B482D,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,3,13,1,15
A0821F1B482D,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,3,13,2,15
A0821F1B482D,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,13,1,15
A0821F1B482D,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,3,13,1,15
A0821F1B482D,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,13,1,15
A0821F1B482D,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,13,1,15
0C74C28504D5,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,3,0,0,0
0C74C28504D5,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,1,0
0C74C28504D5,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,0,0
0C74C28504D5,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,0,0
0C74C28504D5,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,10,1,8
0C74C28504D5,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,10,1,8
0C74C28504D5,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,10,1,8
0C74C28504D5,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,10,1,8
0C74C28504D5,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,10,1,8
0C74C28504D5,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,3,10,0,8
0C74C28504D5,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,3,10,1,8
0C74C28504D5,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,3,10,0,8
0C74C28504D5,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,3,10,1,8
0C74C28504D5,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,10,1,8
F4F15A6F5CBA,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,1,0
F4F15A6F5CBA,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,0,0
F4F15A6F5CBA,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,1,0
F4F15A6F5CBA,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,1,0,1,0
F4F15A6F5CBA,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,0,0,0
F4F15A6F5CBA,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,0,1,0
F4F15A6F5CBA,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,0,0,0
F4F15A6F5CBA,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,0,1,0
F4F15A6F5CBA,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,0,0,0
F4F15A6F5CBA,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,0,1,0
F4F15A6F5CBA,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,0,1,0
F4F15A6F5CBA,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,0,1,0
F4F15A6F5CBA,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,7,1,8
F4F15A6F5CBA,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,7,1,8
D89E3F8E419C,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,0,0
D89E3F8E419C,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,1,0
D89E3F8E419C,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,0,0
D89E3F8E419C,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,1,0
D89E3F8E419C,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,2,0,2
D89E3F8E419C,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,2,0,2
D89E3F8E419C,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,2,1,2
D89E3F8E419C,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,2,1,2
D89E3F8E419C,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,2,0,2
D89E3F8E419C,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,2,1,2
D89E3F8E419C,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,2,1,2
D89E3F8E419C,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,2,1,2
D89E3F8E419C,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,2,0,2
D89E3F8E419C,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,2,1,2
FC253F437072,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,1,0,1,0
FC253F437072,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,1,0,0,0
FC253F437072,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,0,0
FC253F437072,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,0,0
FC253F437072,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,0,0,0
FC253F437072,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,0,1,0
FC253F437072,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,0,0,0
FC253F437072,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,0,0,0
FC253F437072,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,0,0,0
FC253F437072,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,0,0,0
FC253F437072,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,0,1,0
FC253F437072,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,1,0,1,0
FC253F437072,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,1,0,1,0
FC253F437072,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,1,0,1
8C0EE3CAEBF5,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,0,0
8C0EE3CAEBF5,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,1,0
8C0EE3CAEBF5,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,0,0
8C0EE3CAEBF5,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,0,0
8C0EE3CAEBF5,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,5,1,5
8C0EE3CAEBF5,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,5,1,5
8C0EE3CAEBF5,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,5,0,5
8C0EE3CAEBF5,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,5,0,5
8C0EE3CAEBF5,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,5,1,5
8C0EE3CAEBF5,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,5,0,5
8C0EE3CAEBF5,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,5,0,5
8C0EE3CAEBF5,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,5,1,5
8C0EE3CAEBF5,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,5,0,5
8C0EE3CAEBF5,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,5,1,5
8C006D8D7B97,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,0,0
8C006D8D7B97,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,0,0
8C006D8D7B97,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,1,0
8C006D8D7B97,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,1,1,1,1
8C006D8D7B97,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,1,0,1
8C006D8D7B97,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,1,0,1
8C006D8D7B97,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,1,1,1,1
8C006D8D7B97,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,1,0,1
8C006D8D7B97,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,1,1,1
8C006D8D7B97,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,1,1,1,1
8C006D8D7B97,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,2,0,2
8C006D8D7B97,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,2,0,2
8C006D8D7B97,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,2,1,2
8C006D8D7B97,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,2,1,2
80EA9656C704,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,0,0
80EA9656C704,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,1,0
80EA9656C704,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,3,0,1,0
80EA9656C704,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,0,0
80EA9656C704,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,0,1,0
80EA9656C704,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,0,0,0
80EA9656C704,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,0,0,0
80EA9656C704,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,3,1,3
80EA9656C704,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,3,0,3
80EA9656C704,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,3,1,3
80EA9656C704,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,3,0,3
80EA9656C704,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,3,0,3
80EA9656C704,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,3,1,3
80EA9656C704,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,1,3,1,3
148FC67A16ED,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,0,0
148FC67A16ED,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,0,0
148FC67A16ED,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,0,0
148FC67A16ED,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,0,0
148FC67A16ED,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,1,0,1,0
148FC67A16ED,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,1,0,1,0
148FC67A16ED,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,1,0,0,0
148FC67A16ED,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,1,1,0,1
148FC67A16ED,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,2,0,2
148FC67A16ED,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,2,0,2
148FC67A16ED,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,2,1,2
148FC67A16ED,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,2,0,2
148FC67A16ED,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,2,0,2
148FC67A16ED,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,2,0,2
701124BB90EE,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,0,0
701124BB90EE,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,0,0
701124BB90EE,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,1,0
701124BB90EE,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,1,0,1,0
701124BB90EE,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,0,0,0
701124BB90EE,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,0,1,0
701124BB90EE,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,17,1,17
701124BB90EE,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,17,1,17
701124BB90EE,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,3,17,0,17
701124BB90EE,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,17,1,17
701124BB90EE,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,17,0,17
701124BB90EE,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,3,17,0,17
701124BB90EE,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,17,1,17
701124BB90EE,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,17,1,17
90B9316D9165,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,1,0,1,0
90B9316D9165,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,1,0,1
90B9316D9165,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,1,0,1
90B9316D9165,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,1,1,1
90B9316D9165,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,12,0,12
90B9316D9165,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,14,1,14
90B9316D9165,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,1,14,0,14
90B9316D9165,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,14,1,14
90B9316D9165,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,14,0,14
90B9316D9165,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,14,1,14
90B9316D9165,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,3,14,1,14
90B9316D9165,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,14,1,14
90B9316D9165,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,14,1,14
90B9316D9165,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,14,0,14
24AB81662A68,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,0,0
24AB81662A68,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,1,0
24AB81662A68,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,0,0
24AB81662A68,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,1,0
24AB81662A68,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,3,6,1,6
24AB81662A68,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,6,2,6
24AB81662A68,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,6,1,6
24AB81662A68,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,1,6,1,6
24AB81662A68,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,6,0,6
24AB81662A68,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,6,1,6
24AB81662A68,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,6,0,6
24AB81662A68,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,6,1,6
24AB81662A68,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,3,6,1,6
24AB81662A68,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,6,1,6
CC08E0A60528,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,1,0,0,0
CC08E0A60528,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,1,0
CC08E0A60528,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,1,0,1,0
CC08E0A60528,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,1,2,1,2
CC08E0A60528,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,2,0,2
CC08E0A60528,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,2,0,2
CC08E0A60528,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,2,0,2
CC08E0A60528,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,2,1,2
CC08E0A60528,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,2,0,2
CC08E0A60528,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,2,0,2
CC08E0A60528,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,2,2,0,2
CC08E0A60528,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,2,2,1,2
CC08E0A60528,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,1,2,1,2
CC08E0A60528,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,1,2,1,2
4860BC7068D3,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,0,0
4860BC7068D3,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,1,0
4860BC7068D3,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,0,0
4860BC7068D3,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,4,161,1,163
4860BC7068D3,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,3,161,2,163
4860BC7068D3,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,3,161,2,163
4860BC7068D3,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,3,161,1,163
4860BC7068D3,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,4,161,1,163
4860BC7068D3,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,4,161,1,163
4860BC7068D3,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,3,161,2,163
4860BC7068D3,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,3,161,2,163
4860BC7068D3,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,3,161,1,163
4860BC7068D3,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,3,161,3,163
4860BC7068D3,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,4,161,2,163
88308A5F072C,2014-04-01 08:00:00.0,2014-04-01 09:00:00.0,2,0,1,0
88308A5F072C,2014-04-01 08:00:00.0,2014-04-01 10:00:00.0,2,0,1,0
88308A5F072C,2014-04-01 08:00:00.0,2014-04-01 11:00:00.0,2,0,0,0
88308A5F072C,2014-04-01 08:00:00.0,2014-04-01 12:00:00.0,2,0,0,0
88308A5F072C,2014-04-01 08:00:00.0,2014-04-01 13:00:00.0,2,0,1,0
88308A5F072C,2014-04-01 08:00:00.0,2014-04-01 14:00:00.0,2,0,0,0
88308A5F072C,2014-04-01 08:00:00.0,2014-04-01 15:00:00.0,2,12,0,12
88308A5F072C,2014-04-01 08:00:00.0,2014-04-01 16:00:00.0,2,14,1,12
88308A5F072C,2014-04-01 08:00:00.0,2014-04-01 17:00:00.0,2,18,0,18
88308A5F072C,2014-04-01 08:00:00.0,2014-04-01 18:00:00.0,2,18,0,18
88308A5F072C,2014-04-01 08:00:00.0,2014-04-01 19:00:00.0,1,18,1,18
88308A5F072C,2014-04-01 08:00:00.0,2014-04-01 20:00:00.0,1,18,1,18
88308A5F072C,2014-04-01 08:00:00.0,2014-04-01 21:00:00.0,2,18,1,18
88308A5F072C,2014-04-01 08:00:00.0,2014-04-01 22:00:00.0,2,18,1,18
